key,value,location
User_90,10.21,Zone_0
User_91,10.91,Zone_1
User_92,19.59,Zone_2
User_93,8.37,Zone_3
User_94,5.69,Zone_4
User_95,6.55,Zone_0
User_96,24.37,Zone_1
User_97,23.17,Zone_2
User_98,19.01,Zone_3
User_99,4.47,Zone_4
User_0,73.34,Zone_0
User_1,10.78,Zone_1
User_2,-7.34,Zone_2
User_3,24.26,Zone_3
User_4,7.82,Zone_4
User_5,20.31,Zone_0
User_6,19.57,Zone_1
User_7,20.08,Zone_2
User_8,18.89,Zone_3
User_9,15.45,Zone_4
User_10,18.12,Zone_0
User_11,22.35,Zone_1
User_12,26.31,Zone_2
User_13,10.48,Zone_3
User_14,24.78,Zone_4
User_15,6.11,Zone_0
User_16,12.53,Zone_1
User_17,6.69,Zone_2
User_18,25.38,Zone_3
User_19,14.74,Zone_4
User_20,3.26,Zone_0
User_21,2.53,Zone_1
User_22,19.93,Zone_2
User_23,13.13,Zone_3
User_24,4.07,Zone_4
User_25,16.67,Zone_0
User_26,24.40,Zone_1
User_27,20.17,Zone_2
User_28,8.62,Zone_3
User_29,4.26,Zone_4
User_30,29.14,Zone_0
User_31,16.12,Zone_1
User_32,20.01,Zone_2
User_33,11.81,Zone_3
User_34,20.13,Zone_4
User_35,26.90,Zone_0
User_36,15.48,Zone_1
User_37,13.41,Zone_2
User_38,18.58,Zone_3
User_39,17.64,Zone_4
User_40,17.91,Zone_0
User_41,6.58,Zone_1
User_42,13.33,Zone_2
User_43,16.92,Zone_3
User_44,9.57,Zone_4
User_45,9.05,Zone_0
User_46,9.23,Zone_1
User_47,23.73,Zone_2
User_48,6.92,Zone_3
User_49,9.09,Zone_4
User_50,15.51,Zone_0
User_51,12.56,Zone_1
User_52,8.21,Zone_2
User_53,25.95,Zone_3
User_54,15.82,Zone_4
User_55,12.55,Zone_0
User_56,19.77,Zone_1
User_57,11.59,Zone_2
User_58,0.07,Zone_3
User_59,7.29,Zone_4
User_60,10.05,Zone_0
User_61,12.49,Zone_1
User_62,18.21,Zone_2
User_63,19.16,Zone_3
User_64,18.12,Zone_4
User_65,19.32,Zone_0
User_66,10.78,Zone_1
User_67,10.76,Zone_2
User_68,13.65,Zone_3
User_69,12.14,Zone_4
User_70,23.43,Zone_0
User_71,9.99,Zone_1
User_72,14.98,Zone_2
User_73,18.09,Zone_3
User_74,2.28,Zone_4
User_75,14.77,Zone_0
User_76,19.98,Zone_1
User_77,22.52,Zone_2
User_78,11.09,Zone_3
User_79,15.40,Zone_4
User_80,6.40,Zone_0
User_81,8.28,Zone_1
User_82,15.27,Zone_2
User_83,19.49,Zone_3
User_84,6.55,Zone_4
User_85,14.95,Zone_0
User_86,17.66,Zone_1
User_87,15.30,Zone_2
User_88,27.74,Zone_3
User_89,5.40,Zone_4
User_90,5.15,Zone_0
User_91,25.48,Zone_1
User_92,21.45,Zone_2
User_93,15.14,Zone_3
User_94,17.85,Zone_4
User_95,18.82,Zone_0
User_96,23.10,Zone_1
User_97,15.29,Zone_2
User_98,13.41,Zone_3
User_99,27.04,Zone_4
User_0,71.30,Zone_0
User_1,15.09,Zone_1
User_2,20.93,Zone_2
User_3,21.14,Zone_3
User_4,16.80,Zone_4
User_5,15.04,Zone_0
User_6,15.01,Zone_1
User_7,13.54,Zone_2
User_8,13.13,Zone_3
User_9,22.77,Zone_4
User_10,16.83,Zone_0
User_11,36.48,Zone_1
User_12,10.63,Zone_2
User_13,4.13,Zone_3
User_14,18.62,Zone_4
User_15,9.07,Zone_0
User_16,7.89,Zone_1
User_17,17.02,Zone_2
User_18,-3.74,Zone_3
User_19,9.10,Zone_4
User_20,-0.34,Zone_0
User_21,11.47,Zone_1
User_22,5.18,Zone_2
User_23,17.61,Zone_3
User_24,17.91,Zone_4
User_25,14.59,Zone_0
User_26,-1.64,Zone_1
User_27,15.88,Zone_2
User_28,19.27,Zone_3
User_29,7.90,Zone_4
User_30,2.01,Zone_0
User_31,25.31,Zone_1
User_32,11.11,Zone_2
User_33,13.32,Zone_3
User_34,28.08,Zone_4
User_35,7.57,Zone_0
User_36,18.01,Zone_1
User_37,9.48,Zone_2
User_38,25.83,Zone_3
User_39,19.59,Zone_4
User_40,18.64,Zone_0
User_41,25.41,Zone_1
User_42,12.89,Zone_2
User_43,10.31,Zone_3
User_44,16.85,Zone_4
User_45,26.80,Zone_0
User_46,3.18,Zone_1
User_47,14.23,Zone_2
User_48,17.61,Zone_3
User_49,5.19,Zone_4
User_50,24.17,Zone_0
User_51,17.81,Zone_1
User_52,31.99,Zone_2
User_53,13.54,Zone_3
User_54,24.02,Zone_4
User_55,7.50,Zone_0
User_56,17.08,Zone_1
User_57,3.63,Zone_2
User_58,28.25,Zone_3
User_59,12.47,Zone_4
User_60,5.69,Zone_0
User_61,7.89,Zone_1
User_62,3.53,Zone_2
User_63,6.03,Zone_3
User_64,18.02,Zone_4
User_65,21.41,Zone_0
User_66,9.86,Zone_1
User_67,10.12,Zone_2
User_68,12.96,Zone_3
User_69,8.48,Zone_4
User_70,21.53,Zone_0
User_71,31.51,Zone_1
User_72,6.84,Zone_2
User_73,13.45,Zone_3
User_74,20.27,Zone_4
User_75,16.43,Zone_0
User_76,6.97,Zone_1
User_77,26.02,Zone_2
User_78,30.59,Zone_3
User_79,20.60,Zone_4
User_80,16.38,Zone_0
User_81,12.52,Zone_1
User_82,20.81,Zone_2
User_83,16.65,Zone_3
User_84,13.92,Zone_4
User_85,20.82,Zone_0
User_86,11.27,Zone_1
User_87,18.17,Zone_2
User_88,16.01,Zone_3
User_89,10.99,Zone_4
User_90,21.74,Zone_0
User_91,14.56,Zone_1
User_92,7.67,Zone_2
User_93,33.03,Zone_3
User_94,11.92,Zone_4
User_95,28.95,Zone_0
User_96,23.66,Zone_1
User_97,20.35,Zone_2
User_98,8.15,Zone_3
User_99,14.40,Zone_4
User_0,61.47,Zone_0
User_1,8.33,Zone_1
User_2,11.70,Zone_2
User_3,8.75,Zone_3
User_4,23.32,Zone_4
User_5,27.42,Zone_0
User_6,11.84,Zone_1
User_7,10.63,Zone_2
User_8,14.41,Zone_3
User_9,15.81,Zone_4
User_10,16.59,Zone_0
User_11,9.53,Zone_1
User_12,1.26,Zone_2
User_13,17.17,Zone_3
User_14,25.12,Zone_4
User_15,23.71,Zone_0
User_16,5.34,Zone_1
User_17,8.83,Zone_2
User_18,19.42,Zone_3
User_19,27.51,Zone_4
User_20,8.15,Zone_0
User_21,15.46,Zone_1
User_22,21.66,Zone_2
User_23,22.90,Zone_3
User_24,13.26,Zone_4
User_25,3.93,Zone_0
User_26,4.48,Zone_1
User_27,10.82,Zone_2
User_28,12.03,Zone_3
User_29,22.73,Zone_4
User_30,10.65,Zone_0
User_31,3.18,Zone_1
User_32,12.87,Zone_2
User_33,21.93,Zone_3
User_34,13.79,Zone_4
User_35,29.22,Zone_0
User_36,17.71,Zone_1
User_37,-0.36,Zone_2
User_38,7.05,Zone_3
User_39,17.06,Zone_4
User_40,8.54,Zone_0
User_41,15.64,Zone_1
User_42,7.32,Zone_2
User_43,22.40,Zone_3
User_44,6.69,Zone_4
User_45,5.07,Zone_0
User_46,17.73,Zone_1
User_47,28.16,Zone_2
User_48,16.49,Zone_3
User_49,23.36,Zone_4
User_50,16.50,Zone_0
User_51,16.77,Zone_1
User_52,21.99,Zone_2
User_53,22.15,Zone_3
User_54,11.61,Zone_4
User_55,17.46,Zone_0
User_56,5.16,Zone_1
User_57,13.51,Zone_2
User_58,15.80,Zone_3
User_59,11.04,Zone_4
User_60,10.35,Zone_0
User_61,30.86,Zone_1
User_62,21.98,Zone_2
User_63,29.74,Zone_3
User_64,24.38,Zone_4
User_65,18.42,Zone_0
User_66,16.79,Zone_1
User_67,14.70,Zone_2
User_68,5.30,Zone_3
User_69,25.45,Zone_4
User_70,18.96,Zone_0
User_71,1.19,Zone_1
User_72,23.52,Zone_2
User_73,27.67,Zone_3
User_74,24.61,Zone_4
User_75,14.24,Zone_0
User_76,22.67,Zone_1
User_77,6.66,Zone_2
User_78,16.96,Zone_3
User_79,20.52,Zone_4
User_80,20.64,Zone_0
User_81,13.99,Zone_1
User_82,27.94,Zone_2
User_83,14.77,Zone_3
User_84,24.52,Zone_4
User_85,13.25,Zone_0
User_86,31.72,Zone_1
User_87,10.37,Zone_2
User_88,5.70,Zone_3
User_89,3.80,Zone_4
User_90,2.13,Zone_0
User_91,17.31,Zone_1
User_92,20.64,Zone_2
User_93,22.24,Zone_3
User_94,15.39,Zone_4
User_95,11.68,Zone_0
User_96,11.30,Zone_1
User_97,-2.46,Zone_2
User_98,14.72,Zone_3
User_99,25.93,Zone_4
User_0,64.48,Zone_0
User_1,15.67,Zone_1
User_2,12.70,Zone_2
User_3,17.39,Zone_3
User_4,15.75,Zone_4
User_5,11.28,Zone_0
User_6,21.08,Zone_1
User_7,17.92,Zone_2
User_8,13.75,Zone_3
User_9,4.84,Zone_4
User_10,7.54,Zone_0
User_11,15.10,Zone_1
User_12,7.73,Zone_2
User_13,5.96,Zone_3
User_14,9.82,Zone_4
User_15,10.70,Zone_0
User_16,8.87,Zone_1
User_17,20.64,Zone_2
User_18,15.86,Zone_3
User_19,12.12,Zone_4
User_20,15.76,Zone_0
User_21,24.12,Zone_1
User_22,9.11,Zone_2
User_23,20.71,Zone_3
User_24,9.13,Zone_4
User_25,12.69,Zone_0
User_26,15.28,Zone_1
User_27,10.17,Zone_2
User_28,13.51,Zone_3
User_29,12.23,Zone_4
User_30,14.06,Zone_0
User_31,12.90,Zone_1
User_32,20.26,Zone_2
User_33,19.77,Zone_3
User_34,17.67,Zone_4
User_35,15.35,Zone_0
User_36,31.11,Zone_1
User_37,14.48,Zone_2
User_38,9.02,Zone_3
User_39,22.14,Zone_4
User_40,28.42,Zone_0
User_41,17.04,Zone_1
User_42,15.40,Zone_2
User_43,14.66,Zone_3
User_44,20.57,Zone_4
User_45,29.96,Zone_0
User_46,4.59,Zone_1
User_47,13.81,Zone_2
User_48,21.55,Zone_3
User_49,11.40,Zone_4
User_50,8.31,Zone_0
User_51,-0.30,Zone_1
User_52,21.04,Zone_2
User_53,16.68,Zone_3
User_54,15.47,Zone_4
User_55,22.95,Zone_0
User_56,23.95,Zone_1
User_57,8.65,Zone_2
User_58,24.26,Zone_3
User_59,9.95,Zone_4
User_60,12.20,Zone_0
User_61,14.18,Zone_1
User_62,6.57,Zone_2
User_63,15.53,Zone_3
User_64,16.36,Zone_4
User_65,26.75,Zone_0
User_66,5.22,Zone_1
User_67,22.07,Zone_2
User_68,10.51,Zone_3
User_69,25.64,Zone_4
User_70,-1.67,Zone_0
User_71,9.50,Zone_1
User_72,10.23,Zone_2
User_73,7.89,Zone_3
User_74,15.86,Zone_4
User_75,16.11,Zone_0
User_76,6.68,Zone_1
User_77,9.59,Zone_2
User_78,14.16,Zone_3
User_79,9.25,Zone_4
User_80,21.92,Zone_0
User_81,22.77,Zone_1
User_82,9.56,Zone_2
User_83,0.86,Zone_3
User_84,22.44,Zone_4
User_85,18.35,Zone_0
User_86,13.19,Zone_1
User_87,29.37,Zone_2
User_88,10.12,Zone_3
User_89,8.37,Zone_4
User_90,7.62,Zone_0
User_91,17.35,Zone_1
User_92,15.44,Zone_2
User_93,21.17,Zone_3
User_94,16.53,Zone_4
User_95,5.38,Zone_0
User_96,12.07,Zone_1
User_97,15.46,Zone_2
User_98,23.65,Zone_3
User_99,-0.50,Zone_4
User_0,73.90,Zone_0
User_1,12.03,Zone_1
User_2,16.08,Zone_2
User_3,13.23,Zone_3
User_4,16.35,Zone_4
User_5,24.50,Zone_0
User_6,19.66,Zone_1
User_7,18.02,Zone_2
User_8,16.34,Zone_3
User_9,18.60,Zone_4
User_10,16.41,Zone_0
User_11,12.37,Zone_1
User_12,-1.29,Zone_2
User_13,15.84,Zone_3
User_14,8.97,Zone_4
User_15,8.83,Zone_0
User_16,8.48,Zone_1
User_17,10.03,Zone_2
User_18,22.90,Zone_3
User_19,1.30,Zone_4
User_20,28.83,Zone_0
User_21,6.87,Zone_1
User_22,27.82,Zone_2
User_23,17.40,Zone_3
User_24,15.62,Zone_4
User_25,6.92,Zone_0
User_26,11.51,Zone_1
User_27,11.79,Zone_2
User_28,9.59,Zone_3
User_29,-2.68,Zone_4
User_30,20.76,Zone_0
User_31,19.91,Zone_1
User_32,20.95,Zone_2
User_33,16.63,Zone_3
User_34,12.15,Zone_4
User_35,3.82,Zone_0
User_36,15.88,Zone_1
User_37,20.44,Zone_2
User_38,18.50,Zone_3
User_39,10.45,Zone_4
User_40,19.84,Zone_0
User_41,10.72,Zone_1
User_42,19.01,Zone_2
User_43,12.84,Zone_3
User_44,17.29,Zone_4
User_45,31.66,Zone_0
User_46,28.08,Zone_1
User_47,23.21,Zone_2
User_48,21.04,Zone_3
User_49,10.10,Zone_4
User_50,4.18,Zone_0
User_51,4.51,Zone_1
User_52,26.21,Zone_2
User_53,5.41,Zone_3
User_54,29.20,Zone_4
User_55,26.82,Zone_0
User_56,16.80,Zone_1
User_57,37.09,Zone_2
User_58,26.22,Zone_3
User_59,18.59,Zone_4
User_60,14.61,Zone_0
User_61,11.55,Zone_1
User_62,13.87,Zone_2
User_63,19.53,Zone_3
User_64,7.36,Zone_4
User_65,14.26,Zone_0
User_66,28.86,Zone_1
User_67,24.00,Zone_2
User_68,23.22,Zone_3
User_69,26.42,Zone_4
User_70,0.98,Zone_0
User_71,28.04,Zone_1
User_72,37.84,Zone_2
User_73,14.85,Zone_3
User_74,20.66,Zone_4
User_75,16.30,Zone_0
User_76,27.13,Zone_1
User_77,0.20,Zone_2
User_78,10.35,Zone_3
User_79,9.26,Zone_4
User_80,18.92,Zone_0
User_81,17.26,Zone_1
User_82,21.45,Zone_2
User_83,8.26,Zone_3
User_84,16.91,Zone_4
User_85,5.59,Zone_0
User_86,12.54,Zone_1
User_87,14.75,Zone_2
User_88,26.50,Zone_3
User_89,21.64,Zone_4
User_90,7.77,Zone_0
User_91,18.61,Zone_1
User_92,16.66,Zone_2
User_93,16.64,Zone_3
User_94,20.28,Zone_4
User_95,12.72,Zone_0
User_96,12.17,Zone_1
User_97,20.60,Zone_2
User_98,18.46,Zone_3
User_99,28.80,Zone_4
User_0,78.83,Zone_0
User_1,3.66,Zone_1
User_2,3.74,Zone_2
User_3,36.54,Zone_3
User_4,11.52,Zone_4
User_5,4.81,Zone_0
User_6,35.79,Zone_1
User_7,22.26,Zone_2
User_8,26.36,Zone_3
User_9,6.15,Zone_4
User_10,8.81,Zone_0
User_11,-3.56,Zone_1
User_12,-3.83,Zone_2
User_13,10.68,Zone_3
User_14,-5.45,Zone_4
User_15,9.76,Zone_0
User_16,0.21,Zone_1
User_17,18.14,Zone_2
User_18,11.52,Zone_3
User_19,11.32,Zone_4
User_20,1.64,Zone_0
User_21,8.46,Zone_1
User_22,5.78,Zone_2
User_23,12.18,Zone_3
User_24,9.85,Zone_4
User_25,2.11,Zone_0
User_26,11.92,Zone_1
User_27,22.60,Zone_2
User_28,16.85,Zone_3
User_29,27.42,Zone_4
User_30,24.01,Zone_0
User_31,10.20,Zone_1
User_32,16.64,Zone_2
User_33,-0.96,Zone_3
User_34,18.09,Zone_4
User_35,22.81,Zone_0
User_36,9.57,Zone_1
User_37,12.05,Zone_2
User_38,23.52,Zone_3
User_39,9.30,Zone_4
User_40,17.83,Zone_0
User_41,10.55,Zone_1
User_42,26.58,Zone_2
User_43,5.05,Zone_3
User_44,4.90,Zone_4
User_45,21.35,Zone_0
User_46,23.46,Zone_1
User_47,7.90,Zone_2
User_48,10.79,Zone_3
User_49,17.50,Zone_4
User_50,11.24,Zone_0
User_51,9.91,Zone_1
User_52,10.28,Zone_2
User_53,10.14,Zone_3
User_54,0.61,Zone_4
User_55,18.57,Zone_0
User_56,19.83,Zone_1
User_57,20.59,Zone_2
User_58,18.21,Zone_3
User_59,3.85,Zone_4
User_60,17.45,Zone_0
User_61,10.32,Zone_1
User_62,7.45,Zone_2
User_63,6.04,Zone_3
User_64,8.15,Zone_4
User_65,23.21,Zone_0
User_66,12.89,Zone_1
User_67,27.48,Zone_2
User_68,16.48,Zone_3
User_69,18.92,Zone_4
User_70,17.88,Zone_0
User_71,23.54,Zone_1
User_72,25.21,Zone_2
User_73,17.32,Zone_3
User_74,8.82,Zone_4
User_75,19.39,Zone_0
User_76,18.62,Zone_1
User_77,8.84,Zone_2
User_78,13.94,Zone_3
User_79,7.97,Zone_4
User_80,9.67,Zone_0
User_81,5.03,Zone_1
User_82,20.67,Zone_2
User_83,18.63,Zone_3
User_84,25.47,Zone_4
User_85,4.17,Zone_0
User_86,13.85,Zone_1
User_87,13.19,Zone_2
User_88,17.74,Zone_3
User_89,18.85,Zone_4
User_90,13.45,Zone_0
User_91,7.68,Zone_1
User_92,19.15,Zone_2
User_93,18.83,Zone_3
User_94,25.35,Zone_4
User_95,33.53,Zone_0
User_96,25.19,Zone_1
User_97,27.24,Zone_2
User_98,7.39,Zone_3
User_99,17.22,Zone_4
User_0,59.08,Zone_0
User_1,14.01,Zone_1
User_2,3.41,Zone_2
User_3,12.82,Zone_3
User_4,14.45,Zone_4
User_5,15.69,Zone_0
User_6,5.39,Zone_1
User_7,10.86,Zone_2
User_8,3.97,Zone_3
User_9,20.45,Zone_4
User_10,21.72,Zone_0
User_11,14.02,Zone_1
User_12,17.45,Zone_2
User_13,11.42,Zone_3
User_14,14.95,Zone_4
User_15,16.62,Zone_0
User_16,22.92,Zone_1
User_17,12.35,Zone_2
User_18,13.13,Zone_3
User_19,11.00,Zone_4
User_20,28.17,Zone_0
User_21,17.75,Zone_1
User_22,35.36,Zone_2
User_23,23.13,Zone_3
User_24,9.67,Zone_4
User_25,25.46,Zone_0
User_26,8.71,Zone_1
User_27,30.71,Zone_2
User_28,8.46,Zone_3
User_29,9.46,Zone_4
User_30,11.81,Zone_0
User_31,4.07,Zone_1
User_32,27.40,Zone_2
User_33,17.00,Zone_3
User_34,35.44,Zone_4
User_35,25.21,Zone_0
User_36,21.16,Zone_1
User_37,15.51,Zone_2
User_38,5.94,Zone_3
User_39,24.47,Zone_4
User_40,22.30,Zone_0
User_41,-4.94,Zone_1
User_42,14.36,Zone_2
User_43,10.19,Zone_3
User_44,13.54,Zone_4
User_45,3.83,Zone_0
User_46,29.15,Zone_1
User_47,14.24,Zone_2
User_48,16.94,Zone_3
User_49,21.43,Zone_4
User_50,25.49,Zone_0
User_51,18.15,Zone_1
User_52,8.38,Zone_2
User_53,24.61,Zone_3
User_54,7.02,Zone_4
User_55,16.89,Zone_0
User_56,8.13,Zone_1
User_57,18.95,Zone_2
User_58,22.00,Zone_3
User_59,5.64,Zone_4
User_60,5.01,Zone_0
User_61,21.45,Zone_1
User_62,3.49,Zone_2
User_63,5.94,Zone_3
User_64,19.14,Zone_4
User_65,15.45,Zone_0
User_66,-2.55,Zone_1
User_67,6.97,Zone_2
User_68,9.88,Zone_3
User_69,8.60,Zone_4
User_70,9.26,Zone_0
User_71,32.84,Zone_1
User_72,25.48,Zone_2
User_73,26.69,Zone_3
User_74,13.64,Zone_4
User_75,17.44,Zone_0
User_76,22.17,Zone_1
User_77,20.76,Zone_2
User_78,26.40,Zone_3
User_79,15.72,Zone_4
User_80,25.28,Zone_0
User_81,40.31,Zone_1
User_82,23.98,Zone_2
User_83,17.84,Zone_3
User_84,23.18,Zone_4
User_85,22.78,Zone_0
User_86,11.38,Zone_1
User_87,13.59,Zone_2
User_88,16.98,Zone_3
User_89,24.88,Zone_4
User_90,7.52,Zone_0
User_91,11.34,Zone_1
User_92,18.82,Zone_2
User_93,14.86,Zone_3
User_94,12.60,Zone_4
User_95,18.05,Zone_0
User_96,2.87,Zone_1
User_97,3.44,Zone_2
User_98,22.12,Zone_3
User_99,18.43,Zone_4
User_0,61.13,Zone_0
User_1,8.30,Zone_1
User_2,9.59,Zone_2
User_3,5.86,Zone_3
User_4,19.88,Zone_4
User_5,-3.48,Zone_0
User_6,27.09,Zone_1
User_7,8.44,Zone_2
User_8,8.24,Zone_3
User_9,25.22,Zone_4
User_10,15.51,Zone_0
User_11,23.10,Zone_1
User_12,12.25,Zone_2
User_13,23.58,Zone_3
User_14,22.18,Zone_4
User_15,3.77,Zone_0
User_16,-1.07,Zone_1
User_17,20.10,Zone_2
User_18,19.97,Zone_3
User_19,9.91,Zone_4
User_20,14.51,Zone_0
User_21,15.61,Zone_1
User_22,25.87,Zone_2
User_23,18.53,Zone_3
User_24,15.74,Zone_4
User_25,17.58,Zone_0
User_26,9.86,Zone_1
User_27,15.59,Zone_2
User_28,6.85,Zone_3
User_29,21.13,Zone_4
User_30,11.01,Zone_0
User_31,12.98,Zone_1
User_32,-4.27,Zone_2
User_33,8.49,Zone_3
User_34,17.66,Zone_4
User_35,7.19,Zone_0
User_36,13.11,Zone_1
User_37,7.74,Zone_2
User_38,21.37,Zone_3
User_39,12.04,Zone_4
User_40,22.64,Zone_0
User_41,18.09,Zone_1
User_42,17.64,Zone_2
User_43,6.70,Zone_3
User_44,23.81,Zone_4
User_45,20.42,Zone_0
User_46,22.52,Zone_1
User_47,10.77,Zone_2
User_48,18.13,Zone_3
User_49,7.45,Zone_4
User_50,22.70,Zone_0
User_51,28.13,Zone_1
User_52,14.54,Zone_2
User_53,4.31,Zone_3
User_54,4.49,Zone_4
User_55,5.64,Zone_0
User_56,25.50,Zone_1
User_57,11.72,Zone_2
User_58,14.65,Zone_3
User_59,9.02,Zone_4
User_60,13.34,Zone_0
User_61,18.08,Zone_1
User_62,0.07,Zone_2
User_63,0.04,Zone_3
User_64,12.83,Zone_4
User_65,17.31,Zone_0
User_66,13.64,Zone_1
User_67,8.13,Zone_2
User_68,9.48,Zone_3
User_69,23.14,Zone_4
User_70,13.93,Zone_0
User_71,10.99,Zone_1
User_72,18.55,Zone_2
User_73,6.94,Zone_3
User_74,18.45,Zone_4
User_75,8.20,Zone_0
User_76,10.68,Zone_1
User_77,14.17,Zone_2
User_78,0.70,Zone_3
User_79,22.28,Zone_4
User_80,6.20,Zone_0
User_81,15.97,Zone_1
User_82,9.46,Zone_2
User_83,24.25,Zone_3
User_84,12.21,Zone_4
User_85,12.87,Zone_0
User_86,10.41,Zone_1
User_87,17.82,Zone_2
User_88,25.83,Zone_3
User_89,16.69,Zone_4
User_90,7.94,Zone_0
User_91,6.47,Zone_1
User_92,21.69,Zone_2
User_93,16.72,Zone_3
User_94,14.20,Zone_4
User_95,19.29,Zone_0
User_96,27.69,Zone_1
User_97,8.21,Zone_2
User_98,25.03,Zone_3
User_99,9.66,Zone_4
User_0,67.21,Zone_0
User_1,21.29,Zone_1
User_2,21.52,Zone_2
User_3,8.86,Zone_3
User_4,8.40,Zone_4
User_5,23.12,Zone_0
User_6,8.49,Zone_1
User_7,9.90,Zone_2
User_8,21.51,Zone_3
User_9,10.43,Zone_4
User_10,5.88,Zone_0
User_11,12.34,Zone_1
User_12,13.48,Zone_2
User_13,23.05,Zone_3
User_14,19.73,Zone_4
User_15,21.21,Zone_0
User_16,19.54,Zone_1
User_17,17.57,Zone_2
User_18,19.76,Zone_3
User_19,26.93,Zone_4
User_20,18.62,Zone_0
User_21,10.53,Zone_1
User_22,13.45,Zone_2
User_23,10.29,Zone_3
User_24,16.96,Zone_4
User_25,13.98,Zone_0
User_26,7.33,Zone_1
User_27,16.62,Zone_2
User_28,15.17,Zone_3
User_29,11.90,Zone_4
User_30,12.12,Zone_0
User_31,9.47,Zone_1
User_32,16.27,Zone_2
User_33,8.93,Zone_3
User_34,3.01,Zone_4
User_35,16.90,Zone_0
User_36,34.84,Zone_1
User_37,30.09,Zone_2
User_38,30.84,Zone_3
User_39,30.44,Zone_4
User_40,34.58,Zone_0
User_41,24.50,Zone_1
User_42,25.73,Zone_2
User_43,14.05,Zone_3
User_44,9.70,Zone_4
User_45,30.84,Zone_0
User_46,21.74,Zone_1
User_47,12.44,Zone_2
User_48,3.13,Zone_3
User_49,18.16,Zone_4
User_50,8.32,Zone_0
User_51,3.15,Zone_1
User_52,17.33,Zone_2
User_53,10.32,Zone_3
User_54,12.15,Zone_4
User_55,-8.37,Zone_0
User_56,19.28,Zone_1
User_57,14.53,Zone_2
User_58,14.64,Zone_3
User_59,6.33,Zone_4
User_60,17.49,Zone_0
User_61,9.41,Zone_1
User_62,10.84,Zone_2
User_63,23.15,Zone_3
User_64,15.29,Zone_4
User_65,14.59,Zone_0
User_66,20.54,Zone_1
User_67,25.22,Zone_2
User_68,26.47,Zone_3
User_69,20.47,Zone_4
User_70,-7.04,Zone_0
User_71,23.90,Zone_1
User_72,13.49,Zone_2
User_73,15.04,Zone_3
User_74,12.96,Zone_4
User_75,10.43,Zone_0
User_76,0.83,Zone_1
User_77,26.50,Zone_2
User_78,7.72,Zone_3
User_79,11.06,Zone_4
User_80,22.94,Zone_0
User_81,20.17,Zone_1
User_82,9.23,Zone_2
User_83,28.42,Zone_3
User_84,9.42,Zone_4
User_85,10.92,Zone_0
User_86,3.12,Zone_1
User_87,-3.37,Zone_2
User_88,12.42,Zone_3
User_89,14.40,Zone_4
User_90,12.22,Zone_0
User_91,12.47,Zone_1
User_92,11.75,Zone_2
User_93,17.30,Zone_3
User_94,11.09,Zone_4
User_95,15.10,Zone_0
User_96,18.98,Zone_1
User_97,16.72,Zone_2
User_98,11.73,Zone_3
User_99,9.17,Zone_4
User_0,75.38,Zone_0
User_1,25.46,Zone_1
User_2,10.36,Zone_2
User_3,4.44,Zone_3
User_4,8.71,Zone_4
User_5,11.10,Zone_0
User_6,21.98,Zone_1
User_7,-2.21,Zone_2
User_8,14.05,Zone_3
User_9,18.32,Zone_4
User_10,18.25,Zone_0
User_11,23.06,Zone_1
User_12,14.92,Zone_2
User_13,4.44,Zone_3
User_14,5.96,Zone_4
User_15,6.88,Zone_0
User_16,23.99,Zone_1
User_17,22.67,Zone_2
User_18,18.50,Zone_3
User_19,3.26,Zone_4
User_20,26.05,Zone_0
User_21,17.75,Zone_1
User_22,10.61,Zone_2
User_23,19.17,Zone_3
User_24,21.19,Zone_4
User_25,6.91,Zone_0
User_26,21.33,Zone_1
User_27,19.31,Zone_2
User_28,15.06,Zone_3
User_29,14.11,Zone_4
User_30,7.54,Zone_0
User_31,13.77,Zone_1
User_32,9.34,Zone_2
User_33,33.25,Zone_3
User_34,21.60,Zone_4
User_35,23.26,Zone_0
User_36,15.45,Zone_1
User_37,11.67,Zone_2
User_38,24.56,Zone_3
User_39,37.97,Zone_4
User_40,11.57,Zone_0
User_41,8.37,Zone_1
User_42,14.25,Zone_2
User_43,5.89,Zone_3
User_44,10.41,Zone_4
User_45,11.00,Zone_0
User_46,25.83,Zone_1
User_47,17.47,Zone_2
User_48,5.03,Zone_3
User_49,4.28,Zone_4
User_50,16.40,Zone_0
User_51,4.91,Zone_1
User_52,18.66,Zone_2
User_53,23.08,Zone_3
User_54,24.86,Zone_4
User_55,12.54,Zone_0
User_56,19.85,Zone_1
User_57,16.06,Zone_2
User_58,3.68,Zone_3
User_59,2.66,Zone_4
User_60,37.66,Zone_0
User_61,11.42,Zone_1
User_62,24.96,Zone_2
User_63,-0.87,Zone_3
User_64,16.08,Zone_4
User_65,6.86,Zone_0
User_66,15.43,Zone_1
User_67,3.81,Zone_2
User_68,18.65,Zone_3
User_69,19.39,Zone_4
User_70,2.03,Zone_0
User_71,11.08,Zone_1
User_72,6.39,Zone_2
User_73,14.04,Zone_3
User_74,20.57,Zone_4
User_75,6.54,Zone_0
User_76,23.76,Zone_1
User_77,4.38,Zone_2
User_78,13.03,Zone_3
User_79,10.08,Zone_4
User_80,9.62,Zone_0
User_81,5.75,Zone_1
User_82,16.53,Zone_2
User_83,12.99,Zone_3
User_84,9.92,Zone_4
User_85,22.52,Zone_0
User_86,18.93,Zone_1
